idx_original|situacao|flag_efisco_vermelho|flag_catmat_vermelho|match_parcial|classe_efisco|classe_catmat|codigo_efisco|codigo_catmat|item_efisco|item_catmat
471|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1557327|487516|FIO DE SUTURA DE POLIPROPILENO - EM POPIPROPILENO MONOFILAMENTO ,CARDIOVASCULAR C/02 AGULHAS ATRAUMATICAS TAM 3-0C/AGULHA DE 2,0CM, INABSORVIVEL, COM FIO DE 70CM DE COMPRIMENTO, INCOLOR, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E EM PAPEL GRAU CIRURGICO,CX C/24 ENVELOPES, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078 / 90 PORT.CONJ.N.1 DE 23/01/96 - MINISTERIO DA SAUD|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
472|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1988948|487519|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO CARDIOVASCULAR, CALIBRE 3-0, COM 2 AGULHAS CILINDRICAS DE 3,0CM, 1/2 CIRCULAR,FIO COM 75CM DE COMPRIMENTO, COR AZUL, EM ENVELOPE INDIVIDUAL, INVOLUCRO INTERNO ESTERIL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A LEGISLACAO VIGENTE MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 30 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
472|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1988948|487524|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO CARDIOVASCULAR, CALIBRE 3-0, COM 2 AGULHAS CILINDRICAS DE 3,0CM, 1/2 CIRCULAR,FIO COM 75CM DE COMPRIMENTO, COR AZUL, EM ENVELOPE INDIVIDUAL, INVOLUCRO INTERNO ESTERIL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A LEGISLACAO VIGENTE MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 90 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 30 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
473|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|635138|487522|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, CALIBRE 3-0, 01 AGULHA CILINDRICA 3/8 CIRCULO E 30 MM, COR AZUL ( GASTRINTESTINAL), EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO VALIDADE, LOTE E REGISTRO DO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 30 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
474|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|333557|487520|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, CALIBRE 3-0, 01 AGULHA CILINDRICA 1/2 CIRCULO E 2,5CM, COR AZUL (GASTRO), EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO VALIDADE, LOTE E REGISTRO DO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 26 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
475|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1735632|487518|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, FIO DE SUTURA CALIBRE 3-0, COM 2 AGULHAS E 2,5 CM DE CORDA P/CIRURGIA CARDIO-VASCULAR, .., EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 26 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
475|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1735632|487523|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, FIO DE SUTURA CALIBRE 3-0, COM 2 AGULHAS E 2,5 CM DE CORDA P/CIRURGIA CARDIO-VASCULAR, .., EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 90 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 26 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
477|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|723894|487509|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, CALIBRE 4-0, 01 AGULHA CILINDRICA 1/2 CIRCULO E 2,5CM E 75 CM DE CORDA, COR AZUL (APARELHO DIGESTORIO), EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO VALIDADE, LOTE E REGISTRO DO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 26 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
478|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|268607|487502|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO N. 4-0, 2 AGULHAS, DE 1/2 CIRCULO CILINDRICA DE 1,5 CM., AZUL, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO VALIDADE, LOTE, E REGISTRO DO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 60 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
478|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|268607|487503|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO N. 4-0, 2 AGULHAS, DE 1/2 CIRCULO CILINDRICA DE 1,5 CM., AZUL, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO VALIDADE, LOTE, E REGISTRO DO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
479|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|268364|487505|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO DE POLIPROPILENO 4-0 DE 75 CM. CORDA ( CARDIO ), 2 AGULHAS, DE 1/2 CIRCULO CILINDRICA DE 2,0 CM., AZUL, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 20 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
480|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1988964|487507|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO CARDIOVASCULAR, CALIBRE 4-0, COM 2 AGULHAS CILINDRICAS DE 3,0CM, 1/2 CIRCULAR,FIO COM 75CM DE COMPRIMENTO, COR AZUL, EM ENVELOPE INDIVIDUAL, INVOLUCRO INTERNO ESTERIL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A LEGISLACAO VIGENTE MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 26 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
483|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2990970|605419|FIO DE SUTURA DE POLIPROPILENO - EM 6-0 C/02 AGULHAS 1,3CM,1/2 CIRCULO CILINDRICA,INABSORVIVEL, COM FIO DE 70CM DE COMPRIMENTO,AZUL,EMBALAGEM ESTERIL,INDIVIDUAL,A APRESENTACAO DO PRODUTO DEVERA OBEDECER A LEGISLACAO VIGENTE DO MS.|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 6-0 , COMPRIMENTO FIO: CERCA DE 60 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 10 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
484|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1559176|605419|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, CALIBRE 6-0, 2 AGULHAS CILINDRICAS, 1/2 CIRCULO DE 1,1CM, COR INDEFINIDA, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 6-0 , COMPRIMENTO FIO: CERCA DE 60 CM, TIPO AGULHA: 2 AGULHAS 1/2 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 10 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
485|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|268623|487488|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO DE POLIPROPILENO N. 6-0 DE 75 CM. DE, 2 AGULHAS, 3/8 CIRCULO CILINDRICA DE 1,3 CM., AZUL, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 6-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 3/8 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
485|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|268623|487487|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO DE POLIPROPILENO N. 6-0 DE 75 CM. DE, 2 AGULHAS, 3/8 CIRCULO CILINDRICA DE 1,3 CM., AZUL, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM O ARTIGO 31 DA LEI 8078/90, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 6-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 3/8 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 10 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
486|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1887203|487482|FIO DE SUTURA DE POLIPROPILENO - EM MONOFILAMENTO CARDIOVASCULAR, COM 2 AGULHAS RETANGULARES 7-0, 0,93 CM, 3/8 CIRCUITO CILINDRICO, INABSORVIVEL, COM FIO DE 75CM DE COMPRIMENTO, AZUL, EM INTERNO, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E EM PAPEL GRAU CIRURGICO, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078 / 90 PORT.CONJ.N.1 DE 23/01/96 - MINISTERIO DA SAUD|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 7-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: 2 AGULHAS 3/8 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 10 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
488|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|268640|487477|FIO DE SUTURA DE POLIPROPILENO - EM POLIPROPILENO, CALIBRE 7-0, 02 AGULHAS CILINDRICAS 3/8 CIRCULO E 1,3CM, COR VARIADA, EM ENVELOPE INDIVIDUAL, EM MATERIAL QUE GARANTA BARREIRA MICROBIANA E COMBINADO COM ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE, CONTENDO VALIDADE, LOTE E REGISTRO DO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIPROPILENO AZUL , MODELO FIO: MONOFILAMENTAR , DIÂMETRO FIO: 7-0 , COMPRIMENTO FIO: CERCA DE 60 CM, TIPO AGULHA: 2 AGULHAS 3/8 CÍRCULO NAS EXTREMIDADES , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
489|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|799394|487571|FIO DE SUTURA DE SEDA - DE SEDA, CALIBRE 2-0, 1 AGULHA, AGULHA CILINDRICA 3/8 CIRCULO E 3,0CM, FIO COM COMPRIMENTO DE 75 CM ( APARELHO DIGESTIVO), ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE,CONTENDO DADOS DE VALIDADE, LOTE E REGISTRO NO MS, APRESENTACAO CONFORME O DECRETO LEI 79094/77 COMBINADO COM O ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA|FIO DE SUTURA AGULHADO, MATERIAL FIO: SEDA PRETO , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 2-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 30 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
490|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1476378|487564|FIO DE SUTURA DE SEDA - DE 3-0 ESTERIL - INABSORVIVEL - INVOLUCRO INTERNO, COM AGULHA, 3,0CM,3/8 CIRCULO CILINDRICA, FIO COM COMPRIMENTO DE COM FIO DE 70CM DE COMPRIMENTO, ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 RESPEITANDO O DECRETO LEI N.79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/01/96-MINISTERIO DA SAUDE., APRESENTACAO CONFORME O DECRETO LEI 79094/77 EM PAPEL GRAU CIRURGICO|FIO DE SUTURA AGULHADO, MATERIAL FIO: SEDA PRETO , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 3-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 30 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
491|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|646296|487551|FIO DE SUTURA DE SEDA - DE SEDA, CALIBRE 4-0, 1 AGULHA, AGULHA CILINDRICA 3/8 CIRCULO E 1,2CM, FIO COM COMPRIMENTO DE 75 CM, ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE,CONTENDO DADOS DE VALIDADE, LOTE E REGISTRO NO MS, APRESENTACAO CONFORME O DECRETO LEI 79094/77 COMBINADO COM O ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA|FIO DE SUTURA AGULHADO, MATERIAL FIO: SEDA PRETO , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 45 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
492|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1735314|487551|FIO DE SUTURA DE SEDA - DE SEDA, CALIBRE 4-0, 1 AGULHA, AGULHA CILINDRICA 3/8 CIRCULO E 1,3CM DE CORDA, FIO COM COMPRIMENTO DE ..., ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE,CONTENDO DADOS DE VALIDADE, LOTE E REGISTRO NO MS, APRESENTACAO CONFORME O DECRETO LEI 79094/77 COMBINADO COM O ARTIGO 31 DA LEI 8078/90, CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA|FIO DE SUTURA AGULHADO, MATERIAL FIO: SEDA PRETO , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 4-0 , COMPRIMENTO FIO: CERCA DE 45 CM, TIPO AGULHA: AGULHA 3/8 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 14 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL 
