codigo_efisco|posicao|faixa|origem|grupo_efisco|classe_efisco|tem_medida|medidas_consulta|item_efisco|top1_catmat|top1_classe|correto_catmat|correto_classe|mesmo_pdm_top1_correto|movimento
119860-2|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|COMPONENTES PARA EQUIPAMENTOS MEDICO HOSPITALARES|True|{'MM': {16.0, 0.0, 900.0}, 'FR': {3.0}}|"PINCA BASKET - EM ACO INOX, DESMONTAVEL, PARA RETIRADA DE CALCULO URETERAL,, COM 04 FIOS LAMINADOS DE 16MM DE DIAMETRO, PONTA ""0"",90CM DE COMPRIMENTO, 3.0 FR, COM STORZ, EM AUTOCLAVE OU OXIDO DE ETILENO"|SISTEMA EXTRATOR, MATERIAL: AÇO INOXIDÁVEL , TIPO: DORMIA C/ CESTA C/ 4 FIOS , CALIBRE: CERCA DE 3 FRENCH, COMPRIMENTO: CERCA DE 90 CM, APLICAÇÃO: P/ CÁLCULO RENAL OU URETERAL , ESTERILIDADE: ESTÉRIL, DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|SISTEMA EXTRATOR, MATERIAL: AÇO INOXIDÁVEL , TIPO: DORMIA C/ CESTA C/ 4 FIOS , CALIBRE: CERCA DE 3 FRENCH, COMPRIMENTO: CERCA DE 90 CM, APLICAÇÃO: P/ CÁLCULO RENAL OU URETERAL , ESTERILIDADE: ESTÉRIL, DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
333956-4|2.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {178.0}}|ESCOVA PARA LIMPEZA DE MATERIAL - CERDAS EM NYLON,ANTIMICROBIANAS NAS DUAS EXTREMIDADES, CABO EM POLIPROPILENO ANTIDERRAPANTE,17,8CM DE COMPRIMENTO,PARA LIMPEZA DE INSTRUMENTAIS,EMBALAGEM DE ACORDO COM NORMAS VIGENTES.|ESCOVA LIMPEZA - CME, APLICAÇÃO: P/ ENDOSCÓPIO , MATERIAL CERDAS: CERDAS DE NYLON , PONTA ATIVA: EM UMA DAS EXTREMIDADES , DIÂMETRO PONTA: CERCA DE 6 MM, HASTE: HASTE FLEXÍVEL , COMPRIMENTO TOTAL: CERCA DE 220 CM, TIPO USO: DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ESCOVA LIMPEZA GERAL, MATERIAL CORPO: PLÁSTICO , MATERIAL CERDAS: NÁILON , CARACTERÍSTICAS ADICIONAIS: CERDAS NAS DUAS EXTREMIDADES , COMPRIMENTO: CERCA DE 20 CM, APLICAÇÃO: LIMPEZA DE INSTRUMENTOS EM GERAL |VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES|False|entrou
187474-8|2.0|2-3|big_data|INFORMATICA|EQUIPAMENTOS DE REDE LOCAL|False||SWITCH - COMUTADOR PARA REDE LOCAL ETHERNET, TIPO SWITCH, 16 PORTAS ETHERNET 10/100 NORMA BASE TX PADRAO IEEE 802.3 E IEEE 802.3U, LEDS INDICADORES DE OPERACAO E STATUS DAS PORTASDA REDE LOCAL, CONECTORES RJ-45, COMPATIVEIS COM O PADRAO EIA/TIA CATEGORIA 5, FONTE COMUTAVEL AUTOMATICAMENTE PARA TENSOES DE ENTRADA DE 115 E 220VAC, GARANTIA MINIMA DE 01 ANO FORNECIDA PELO FABRICANTE|SWITCH, QUANTIDADE PORTAS: 48 UN, TIPO PORTAS: 10/100/1000 BASE T , VELOCIDADE PORTA: 1 GB , ALIMENTAÇÃO: 110/220 V, CARACTERÍSTICAS ADICIONAIS: 1 FONTE ENERGIA, 2 PORTAS 1/10 GIGABIT ETHERNET SF |EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA|SWITCH, QUANTIDADE PORTAS: 16 UN, TIPO PORTAS: FULL/HALF DUPLEX , VELOCIDADE PORTA: 10/100 BASE TX , SUPORTE VLAN: 4 MB, ALIMENTAÇÃO: 110/220 V, FREQUÊNCIA: 50/60 HZ, CARACTERÍSTICAS ADICIONAIS: AUTO-SENSE E AUTONEGOCIÁVEIS, AUTO MDI/MDIX COM CO , APLICAÇÃO: CONECTAR MICROCOMPUTADOR À REDE |EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA|True|entrou
80153-4|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|ORTESES, PROTESES E MATERIAIS AUXILIARES|False||ARRUELA PARA PARAFUSO CANULADO EM ACO - EM ACO INOXIDAVEL AISI 400|PRÓTESE DE QUADRIL, MATERIAL: AÇO INOXIDÁVEL , COMPONENTE: PARAFUSO ACETABULAR , DIÂMETRO: CERCA DE 6,5 MM|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ARRUELA ORTOPÉDICA, MATERIAL: AÇO INOXIDÁVEL , TIPO: LISA , APLICAÇÃO: P/ OSTEOSSÍNTESE DE PEQUENOS E GRANDES FRAGMENTOS , TIPO USO:: USO ÚNICO , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
523610-0|3.0|2-3|big_data|VESTUARIOS, EQUIPAMENTOS INDIVIDUAIS E INSIGNIAS|UNIFORMES MILITARES|True|{'MM': {620.0}}|CAPACETE - CASCO EM ABS (POLICARBONATO) ALTAMENTE RESISTENTE A IMPACTOS, NA COR PRETO LISO, PROTECAO INTERNA EM EPS, 11 ABERTURAS PARA VENTILACAO DISTRIBUIDAS NA PARTE FRONTAL, FORRO REMOVIVEL FIXADO ATRAVES DE VELCRON E LAVAVEL, PALA DO CAPACETE INTEGRADA AO CASCO, SENDO DO MESMO MATERIAL E FORMATO, FECHAMENTO E REGULAGEM POR MEIO DE TRIDENTE,PARA ATIVIDADE EQUESTRE,TAMANHOS VARIANDO ENTRE 53 E 62CM.|CAPACETE CONDUTOR MOTOCICLETA, MATERIAL: POLICARBONATO , TIPO: MODULAR , TIPO VISEIRA: CRISTAL , COR: BRANCO , CARACTERíSTICAS ADICIONAIS: QUEIXEIRA ESCAMOTEÁVEL |EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO|CAPACETE SEGURANÇA, MATERIAL: ACRILONITRILA-BUTADIENO-ESTIRENO (ABS) , APLICAÇÃO: HIPISMO , CARACTERÍSTICAS ADICIONAIS: FORRADO COM ESPUMA E TECIDO/FIXAÇÃO DE TRÊS PONTAS |EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO|False|entrou
521689-3|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS ESPECIFICOS DE DEMANDA JUDICIAL|False||MATERIAIS MEDICO-HOSPITALARES PARA DEMANDA JUDICIAL - DO TIPO ADESIVO CIRURGICO PARA TRAQUEOSTOMIA,MARCA PROVOX STABILIBASE|FIXADOR P/ DISPOSITIVO MÉDICO, APLICAÇÃO: P/ FILTRO RESPIRATÓRIO EM TRAQUEOSTOMIA , MATERIAL: BASE ADESIVA DE NÃO TECIDO , COMPONENTE ADICIONAL: FENESTRADO, USO EM LARINGECTOMIZADO , TAMANHO: TAMANHO ÚNICO , TIPO USO: ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIXADOR P/ DISPOSITIVO MÉDICO, APLICAÇÃO: P/ FILTRO RESPIRATÓRIO EM TRAQUEOSTOMIA , MATERIAL: BASE ADESIVA DE NÃO TECIDO , COMPONENTE ADICIONAL: FENESTRADO, USO EM LARINGECTOMIZADO , TAMANHO: TAMANHO ÚNICO , TIPO USO: ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
409094-2|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|VIDRARIAS, CORRELATOS E INSUMOS P/ USO LABORATORIAL|True|{'MM': {150.0}}|HASTE PARA COLETA - EM PLASTICO POLIPROPILENO (PP), TAMPA COM LACRE,MEDINDO APROXIMADAMENTE: 15,0CM,COM PONTA DE ALGODAO DE ALTA ABSORCAO,COM MEIO DE CULTURA STUART,ESTERIL,ACONDICIONADO EM EMBALAGEM INDIVIDUAL,ROTULO COM NR. DE LOTE, DATA DE FABRICACAO/VALIDADE E PROCEDENCIA|SWAB, MATERIAL: HASTE PLÁSTICA , TIPO PONTA: PONTA EM ALGODÃO HIDRÓFILO , APRESENTAÇÃO*: EMBALAGEM INDIVIDUAL , ADITIVOS: COM MEIO DE TRANSPORTE STUART , ESTERILIDADE: ESTÉRIL , TIPO DE USO: DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|SWAB, MATERIAL: HASTE PLÁSTICA , TIPO PONTA: PONTA EM ALGODÃO HIDRÓFILO , APRESENTAÇÃO*: EMBALAGEM INDIVIDUAL , ADITIVOS: COM MEIO DE TRANSPORTE STUART , ESTERILIDADE: ESTÉRIL , TIPO DE USO: DESCARTÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
368491-1|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|ORTESES, PROTESES E MATERIAIS AUXILIARES|True|{'MM': {24.0, 4.5}}|ANCORA BIOABSORVIVEL PARA CIRURGIA ORTOPEDICA - EM PLLA ( ACIDO POLY-L-LACTIDE),DE (4,50X24,00)MM (DIAMETRO X COMPRIMENTO), CANULADA, COM ALMA CILINDRICA E RANHURAS CIRCULARES CONICAS, PRE-MONTADA EM INSTRUMENTO DE INSERCAO COM ANILHA EM PEEK (POLIESTERESTERCETONA) PARA APREENSAO DE SUTURAS, DE FIXACAO IMPACTADA|ÂNCORA DE SUTURA ORTOPÉDICA, MATERIAL: POLIETERETERCETONA PEEK , DIÂMETRO: CERCA DE 4,5 MM, COMPONENTE: 1 FIO SUTURA , MATERIAL DO FIO: POLIÉSTER , COMPONENTE 2: SISTEMA DE APLICAÇÃO , TIPO USO: ESTÉRIL, USO ÚNICO , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|ÂNCORA DE SUTURA ORTOPÉDICA, MATERIAL: POLIETERETERCETONA PEEK , DIÂMETRO: CERCA DE 4,5 MM, COMPONENTE: 1 FIO SUTURA , MATERIAL DO FIO: POLIÉSTER , COMPONENTE 2: SISTEMA DE APLICAÇÃO , TIPO USO: ESTÉRIL, USO ÚNICO , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
47920-9|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|EQUIPAMENTOS MEDICO HOSPITALARES|True|{'ML': {100000.0}, 'MM': {80.0, 500.0, 400.0}, 'V': {220.0}}|ESTUFA DE ESTERILIZACAO - COM CAPACIDADE DE 100 LITROS, ESTRUTURA EM CHAPA DE ACO TRATADO, PINTADA COM EXPOXI, PORTA ISOLADA COM LA DE VIDRO (ESPESSURA DE 8CM), COM LAMPADA PILOTO, TERMOMETRO, TEMPERATURA REGULAVEL DE 50 A 300 GRAUS CELSIUS, CONTROLE CICLO AUTOMATICO, DIMENSOES: 0,5 X 0,4 X 0,5M (INTERNAS), ALIMENTACAO: 110/220V - 60HZ, ACOMPANHA: 2 PRATELEIRAS REMOVIVEIS EM ACO INOX, INCLUI: MANUAL DE INSTRUCOES, GARANTIA DE 01 ANO|ESTUFA LABORATÓRIO, TIPO: C/ RENOVAÇÃO AR , MATERIAL*: GABINETE AÇO INOX , AJUSTE: AJUSTE DIGITAL,C/ PAINEL DE CONTROLE, PROGRAMÁVEL , CAPACIDADE: CERCA DE 100 L, TEMPERATURA: ATÉ 300 °C, TEMPORIZAÇÃO: C/ TEMPORIZADOR ATÉ 1000 MIN, COMPONENTES: C/ ATÉ 3 BANDEJAS , ADICIONAL: C/ VEDAÇÃO, ALARMES |EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO|ESTUFA LABORATÓRIO, TIPO: C/ RENOVAÇÃO AR , MATERIAL*: GABINETE AÇO INOX , AJUSTE: AJUSTE DIGITAL,C/ PAINEL DE CONTROLE, PROGRAMÁVEL , CAPACIDADE: CERCA DE 100 L, TEMPERATURA: ATÉ 300 °C, TEMPORIZAÇÃO: C/ TEMPORIZADOR ATÉ 1000 MIN, COMPONENTES: C/ ATÉ 3 BANDEJAS , ADICIONAL: C/ VEDAÇÃO, ALARMES |EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO|True|entrou
183277-8|3.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|False||FILTRO DE PROTECAO PARA ANGIOPLASTIA PERIFERICA - CONTRA EMBOLIA CEREBRAL 0,14|CATETER BALÃO P/ ANGIOPLASTIA PERIFÉRICA, MATERIAL: SEMI COMPLACENTE , REVESTIMENTO: PACLITAXEL , DIÂMETRO BALÃO: CERCA DE 1,5 ATÉ 4 MM, COMPRIMENTO BALÃO: CERCA DE 26 A 50 MM, MARCADOR: RADIOPACO , COMPRIMENTO CATETER: ACIMA DE 101 CM, COMPATIBILIDADE: P/ FIO GUIA CERCA DE 0,014?? , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|"CATETER P/ INTERVENÇÃO, TIPO DE CATETER: GUIA P/ CAPTURA ÊMBOLOS , TIPO USO: PROTEÇÃO DISTAL , TIPO PONTA: PONTA FLEXÍVEL , CALIBRE INTERNO: COMPATÍVEL C/ GUIA 0,014"" , COMPRIMENTO: 300 CM, COMPONENTE: FILTRO DISTAL C/ PTFE DE 3,5 A 5,5MM , CARACTERÍSTICA ADICIONAL: BAINHA INTRODUTORA 6FR, SISTEMA TROCA RÁPIDA , APLICAÇÃO: ANGIOPLASTIA CAROTÍDEA , COMPONENTES ADICIONAIS: C/ CATETER EXTRATOR , ESTERILIDADE: ESTÉRIL, USO ÚNICO "|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|False|entrou
225604-5|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSUMOS PARA AS AREAS HEMATOLOGICAS E HEMOTERAPICAS|True|{'ML': {10.0}}|SORO ANTI RH - ANTI SORO ESPECIFICO P/ ANTIGENOS DO SISTEMA RH CONTROLE DE RH - CONTROLE NEGATIVO PARA A DETERMINACAO RH COM REAGENTES RH MONOCLONAIS, DO TIPO IMUNOLOGICAMENTE INERTE, COM FORMULACAO IDENTICA AO DO REAGENTE RH MONOCLONAL, MAS SEM O ANTICORPO, REATIVO EM REAGENTE CONTROLE DAS CLASSIFICACOES RH PARA METODO EM LAMINA, TUBO E MICROPLACA, DATA DE VALIDADE, NO LOTE E INFORMACOES TECNICAS FRASCOS COM 10ML, APRESENTANDO NUMERO DO LOTE, DATA DE FABRICACAO E VALIDADE CONFORME LEGISLACAO VIGENTE, CONSTITUIDO PELOS ESTABILIZANTES E CONSERVANTES COM CONSERVACAO A TEMPERATURA ENTRE 2ºA 8ºC, DEVENDO SER UTLIZADO EXCLUSIVAMENTE COM O REAGENTE RH MONOCLONAL DO MESMO FABRICANTE.|REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO: SORO CONTROLE NEGATIVO , TIPO DE ANÁLISE: FENOTIPAGEM SANGÜÍNEA RH |"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE"|REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO: SORO CONTROLE NEGATIVO , TIPO DE ANÁLISE: FENOTIPAGEM SANGÜÍNEA RH |"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE"|True|entrou
201478-5|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {1200.0}, 'ML': {31000.0}}|CONJUNTO PARA NEBULIZACAO CONTINUA - COMPOSTO POR COPO NEBULIZADOR,COM FRASCO,TRAQUEIA DE SILICONE CORRUGADA, COM 1,20M DE COMPRIMENTO ESTERELIZAVEL, PARA REDE DE GASES DO HOSPITAL, MASCARA FACIAL PARA USO EM PACIENTES INFANTIL, ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1.DE 23/1/96-M-SAUDE|MATERIAL GASOTERAPIA, MODELO: MACRONEBULIZADOR , SAÍDA: P/ OXIGÊNIO , TIPO MÁSCARA: MÁSCARA EM SILICONE, C/ AJUSTE , TAMANHO: ADULTO , TIPO FRASCO: FRASCO ACRÍLICO GRADUADO, C/ TAMPA , VOLUME: CERCA DE 500 ML, TIPO EXTENSÃO: TRAQUEIA CORRUGADA EM SILICONE C/ CONECTORES , COMPRIMENTO EXTENSÃO: CERCA DE 1,5 M, CARACTERÍSTICA ADICIONAL: CONECTOR METAL C/ROSCA , ESTERILIDADE*: ESTERILIZÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|MATERIAL GASOTERAPIA, MODELO: MACRONEBULIZADOR , SAÍDA: P/ OXIGÊNIO , TIPO MÁSCARA: MÁSCARA EM PLÁSTICO , TAMANHO: INFANTIL , TIPO FRASCO: FRASCO PLÁSTICO GRADUADO, C/ TAMPA , VOLUME: CERCA DE 500 ML, TIPO EXTENSÃO: TRAQUEIA CORRUGADA EM PVC C/ CONECTORES , COMPRIMENTO EXTENSÃO: CERCA DE 1,0 M, CARACTERÍSTICA ADICIONAL: CONECTOR METAL C/ROSCA , ESTERILIDADE*: ESTERILIZÁVEL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
188163-9|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {200.0}}|GAZE RAYON - GAZE RAYON 7,5 X 15 A 20 CM, EMBEBIDA COM ACIDOSGRAXOS ESSENCIAIS.|CURATIVO / COBERTURA, APLICAÇÃO: P/ FERIDA , ASPECTO FÍSICO: MALHA / GAZE , COMPOSIçãO: À BASE DE CELULOSE , COMPONENTE 1: C/ ACETATO DE CELULOSE / RAYON , COMPONENTES 5: C/ AGE , DIMENSÃO: CERCA DE 7,5 X 20 CM, ESTERILIDADE: ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|CURATIVO / COBERTURA, APLICAÇÃO: P/ FERIDA , ASPECTO FÍSICO: MALHA / GAZE , COMPOSIçãO: À BASE DE CELULOSE , COMPONENTE 1: C/ ACETATO DE CELULOSE / RAYON , COMPONENTES 5: C/ AGE , DIMENSÃO: CERCA DE 7,5 X 20 CM, ESTERILIDADE: ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|True|entrou
611995-6|2.0|2-3|big_data|ARTIGOS DE HIGIENE|UTENSILIOS PARA HIGIENE PESSOAL|False||ALICATE - DE ACO INOX,PARA CORTAR CUTICULA,NO TAMANHO GRANDE,COM ACABAMENTO CROMADO,ACONDICIONADO DE FORMA ADEQUADA|ALICATE PARA CORTAR UNHA, MATERIAL: AÇO INOX , COMPRIMENTO: 12 CM, TIPO: PET , APLICAçãO: CÃES E GATOS , MATERIAL CABO: EMBORRACHADO |ARTIGOS PARA HIGIENE PESSOAL|ALICATE PARA CORTAR UNHA, MATERIAL: AçO CARBONO , COMPRIMENTO: 5,5 CM, TIPO: Corte tradicional , APLICAçãO: UNHAS DAS MÃOS , MATERIAL CABO: AçO CARBONO |ARTIGOS PARA HIGIENE PESSOAL|True|entrou
530408-3|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'G': {104.0, 260.0}, 'PCT': {100.0}}|CAPOTE - USO EM BLOCO CIRURGICO,PARA PROFISSIONAIS DA AREA DE SAUDE,TECIDO BRIM PESADO, 100% ALGODAO, 260G/M2, ARMACAO DE TELA 2X2, PESO 104G,MANGA LONGA, PUNHO SANFONADO, ALCA ENTRE O DEDO POLEGAR,TEXTURA LISA E ENCORPADA,AZUL CLARO, TAMANHO EXT G, MODELO ENVELOPE, TIPO OPA, COM LOGOMARCA DA INSTITUICAO, FECHAMENTO PRIMARIO NA PARTE INTERNA COM TIRAS NA ALTURA DA CINTURA EM UM DOS LADOS, FECHAMENTO FINAL NAS COSTAS PARA  AMARRACAO DA CINTURA E DO PESCOCO COM DECOTE REDONDO|AVENTAL CIRÚRGICO - PARAMENTAÇÃO, ESTERILIDADE: ESTERILIZÁVEL , MATERIAL: 100% ALGODÃO , GRAMATURA: MÍNIMO DE 260 G/M2, MODELO MANGA: LONGA C/ PUNHO EM MALHA , TAMANHO: EXTRA GRANDE (XG) , TIPO FECHAMENTO: POSTERIOR P/ PESCOÇO E CINTURA |VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|AVENTAL CIRÚRGICO - PARAMENTAÇÃO, ESTERILIDADE: ESTERILIZÁVEL , MATERIAL: 100% ALGODÃO , GRAMATURA: MÍNIMO DE 260 G/M2, MODELO MANGA: LONGA C/ PUNHO EM MALHA , TAMANHO: EXTRA GRANDE (XG) , TIPO FECHAMENTO: POSTERIOR P/ PESCOÇO E CINTURA |VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS|True|entrou
190827-8|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'FR': {12.0}, 'ML': {31000.0}}|"DRENO KERR - LATEX, ATOXICO, APIROGENICO, DESCARTAVEL PARA SUCCAO, EM FORMA DE ""T"" N.12CH, ROTULAGEM CONF. ART.31 L.8078/90 PORT.N.1 DE 23/01/97, APRESENTACAO E EMBALAGEM CONFORME LEGISLACAO EM VIGOR. MS."|"DRENO CIRÚRGICO, MODELO: KEHR EM ""T"" , MATERIAL: BORRACHA , CALIBRE: 12 FRENCH, COMPRIMENTO: CERCA DE 50 CM, TIPO USO: ESTÉRIL, DESCARTÁVEL , EMBALAGEM: EMBALAGEM INDIVIDUAL "|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|"DRENO CIRÚRGICO, MODELO: KEHR EM ""T"" , MATERIAL: BORRACHA , CALIBRE: 12 FRENCH, COMPRIMENTO: CERCA DE 50 CM, TIPO USO: ESTÉRIL, DESCARTÁVEL , EMBALAGEM: EMBALAGEM INDIVIDUAL "|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
292099-9|6.0|4-10|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|False||AVENTAL PLASTICO - EPI COM UTILIZACAO ESPECIFICA PARA A CME, IMPERMEAVEL, REVESTIDA DE PVC EM AMBAS AS FACES,EMBALAGEM INDIVIDUAL OU COM 12 UNIDADES,MODELO FRONTAL COM 03 TIRAS DO MESMO MATERIAL, SOLDADAS ELETRONICAMENTE E UTILIZADAS PARA AJUSTE DO USUARIO NO PESCOCO E CINTURA E MODELO BARBEIRO COM MANGAS COMPRIDAS, FECHAMENTO TRASEIRO NA PARTE SUPERIOR DAS COSTAS ATRAVES DE ELASTICO OU VELCRO E TIRA DO MESMO MATERIAL SOLDADA ELETRONICAMENTE NA ALTURA DA CINTURA PARA AJUSTE|AVENTAL, MATERIAL: PVC - CLORETO DE POLIVINILA , MODELO: BARBEIRO , CARACTERÍSTICAS ADICIONAIS: MANGAS LONGAS, COM PUNHO EM MALHA, FECHAMENTO NAS , TAMANHO: ÚNICO |VESTUÁRIO PARA FINS ESPECIAIS|AVENTAL, MATERIAL: PVC - CLORETO DE POLIVINILA , CARACTERÍSTICAS ADICIONAIS: TIRAS DE AMARRAR FIXAS , APLICAÇÃO: COZINHA INDUSTRIAL , TAMANHO: G |VESTUÁRIO PARA FINS ESPECIAIS|True|saiu
188533-2|11.0|11-20|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSUMOS PARA EQUIPAMENTOS MEDICO HOSPITALARES|True|{'MM': {110000.0, 20000.0}}|FILME PARA RAIOS X - PARA ULTRASOM, TAMANHO 110X20M, CONFORME EDITAL, MONOEMULSIONADO, UPP110S|FILME RADIOLÓGICO, TIPO: RAIO-X , DIMENSÕES: 30 X 40 CM|EQUIPAMENTOS E SUPRIMENTOS DE RAIOS-X DE USO  MÉDICO,  DENTÁRIO E VETERINÁRIO|PAPEL TÉRMICO, LARGURA: 110 MM, APLICAÇÃO: APARELHO ULTRA-SONOGRAFIA, MARCA SONY UPP 110 S , CARACTERÍSTICAS ADICIONAIS: PRINTER PRETO E BRANCO |PAPÉIS E PAPELÕES|False|saiu
